candidate,county,district,election_date,office,party,scope,state,votes
"Thomas W. Reed, II",Allegany,23,2014-11-04,U.S. House,REP,general,NY,7116
"Thomas W. Reed, II",Cattaraugus,23,2014-11-04,U.S. House,REP,general,NY,9782
"Thomas W. Reed, II",Chautauqua,23,2014-11-04,U.S. House,REP,general,NY,17675
"Thomas W. Reed, II",Chemung,23,2014-11-04,U.S. House,REP,general,NY,13067
"Thomas W. Reed, II",Schuyler,23,2014-11-04,U.S. House,REP,general,NY,3255
"Thomas W. Reed, II",Seneca,23,2014-11-04,U.S. House,REP,general,NY,4278
"Thomas W. Reed, II",Steuben,23,2014-11-04,U.S. House,REP,general,NY,17668
"Thomas W. Reed, II",Tompkins,23,2014-11-04,U.S. House,REP,general,NY,6791
"Thomas W. Reed, II",Yates,23,2014-11-04,U.S. House,REP,general,NY,3404
"Thomas W. Reed, II",Ontario,23,2014-11-04,U.S. House,REP,general,NY,5621
"Thomas W. Reed, II",Tioga,23,2014-11-04,U.S. House,REP,general,NY,5718
"Thomas W. Reed, II",Total,23,2014-11-04,U.S. House,REP,general,NY,94375
"Thomas W. Reed, II",Allegany,23,2014-11-04,U.S. House,CON,general,NY,952
"Thomas W. Reed, II",Cattaraugus,23,2014-11-04,U.S. House,CON,general,NY,1859
"Thomas W. Reed, II",Chautauqua,23,2014-11-04,U.S. House,CON,general,NY,3087
"Thomas W. Reed, II",Chemung,23,2014-11-04,U.S. House,CON,general,NY,1522
"Thomas W. Reed, II",Schuyler,23,2014-11-04,U.S. House,CON,general,NY,583
"Thomas W. Reed, II",Seneca,23,2014-11-04,U.S. House,CON,general,NY,619
"Thomas W. Reed, II",Steuben,23,2014-11-04,U.S. House,CON,general,NY,2125
"Thomas W. Reed, II",Tompkins,23,2014-11-04,U.S. House,CON,general,NY,959
"Thomas W. Reed, II",Yates,23,2014-11-04,U.S. House,CON,general,NY,566
"Thomas W. Reed, II",Ontario,23,2014-11-04,U.S. House,CON,general,NY,965
"Thomas W. Reed, II",Tioga,23,2014-11-04,U.S. House,CON,general,NY,680
"Thomas W. Reed, II",Total,23,2014-11-04,U.S. House,CON,general,NY,13917
Martha Robertson,Allegany,23,2014-11-04,U.S. House,WOR,general,NY,486
Martha Robertson,Cattaraugus,23,2014-11-04,U.S. House,WOR,general,NY,905
Martha Robertson,Chautauqua,23,2014-11-04,U.S. House,WOR,general,NY,1577
Martha Robertson,Chemung,23,2014-11-04,U.S. House,WOR,general,NY,696
Martha Robertson,Schuyler,23,2014-11-04,U.S. House,WOR,general,NY,315
Martha Robertson,Seneca,23,2014-11-04,U.S. House,WOR,general,NY,519
Martha Robertson,Steuben,23,2014-11-04,U.S. House,WOR,general,NY,920
Martha Robertson,Tompkins,23,2014-11-04,U.S. House,WOR,general,NY,3310
Martha Robertson,Yates,23,2014-11-04,U.S. House,WOR,general,NY,317
Martha Robertson,Ontario,23,2014-11-04,U.S. House,WOR,general,NY,568
Martha Robertson,Tioga,23,2014-11-04,U.S. House,WOR,general,NY,396
Martha Robertson,Total,23,2014-11-04,U.S. House,WOR,general,NY,10009
"Thomas W. Reed, II",Allegany,23,2014-11-04,U.S. House,IND,general,NY,275
"Thomas W. Reed, II",Cattaraugus,23,2014-11-04,U.S. House,IND,general,NY,619
"Thomas W. Reed, II",Chautauqua,23,2014-11-04,U.S. House,IND,general,NY,1250
"Thomas W. Reed, II",Chemung,23,2014-11-04,U.S. House,IND,general,NY,587
"Thomas W. Reed, II",Schuyler,23,2014-11-04,U.S. House,IND,general,NY,166
"Thomas W. Reed, II",Seneca,23,2014-11-04,U.S. House,IND,general,NY,196
"Thomas W. Reed, II",Steuben,23,2014-11-04,U.S. House,IND,general,NY,708
"Thomas W. Reed, II",Tompkins,23,2014-11-04,U.S. House,IND,general,NY,420
"Thomas W. Reed, II",Yates,23,2014-11-04,U.S. House,IND,general,NY,135
"Thomas W. Reed, II",Ontario,23,2014-11-04,U.S. House,IND,general,NY,282
"Thomas W. Reed, II",Tioga,23,2014-11-04,U.S. House,IND,general,NY,200
"Thomas W. Reed, II",Total,23,2014-11-04,U.S. House,IND,general,NY,4838
Blank,Allegany,23,2014-11-04,U.S. House,,general,NY,628
Blank,Cattaraugus,23,2014-11-04,U.S. House,,general,NY,1445
Blank,Chautauqua,23,2014-11-04,U.S. House,,general,NY,1294
Blank,Chemung,23,2014-11-04,U.S. House,,general,NY,678
Blank,Schuyler,23,2014-11-04,U.S. House,,general,NY,117
Blank,Seneca,23,2014-11-04,U.S. House,,general,NY,395
Blank,Steuben,23,2014-11-04,U.S. House,,general,NY,614
Blank,Tompkins,23,2014-11-04,U.S. House,,general,NY,509
Blank,Yates,23,2014-11-04,U.S. House,,general,NY,200
Blank,Ontario,23,2014-11-04,U.S. House,,general,NY,582
Blank,Tioga,23,2014-11-04,U.S. House,,general,NY,528
Blank,Total,23,2014-11-04,U.S. House,,general,NY,6990
Void,Allegany,23,2014-11-04,U.S. House,,general,NY,0
Void,Cattaraugus,23,2014-11-04,U.S. House,,general,NY,10
Void,Chautauqua,23,2014-11-04,U.S. House,,general,NY,19
Void,Chemung,23,2014-11-04,U.S. House,,general,NY,0
Void,Schuyler,23,2014-11-04,U.S. House,,general,NY,0
Void,Seneca,23,2014-11-04,U.S. House,,general,NY,1
Void,Steuben,23,2014-11-04,U.S. House,,general,NY,22
Void,Tompkins,23,2014-11-04,U.S. House,,general,NY,9
Void,Yates,23,2014-11-04,U.S. House,,general,NY,3
Void,Ontario,23,2014-11-04,U.S. House,,general,NY,4
Void,Tioga,23,2014-11-04,U.S. House,,general,NY,15
Void,Total,23,2014-11-04,U.S. House,,general,NY,83
Scattering,Allegany,23,2014-11-04,U.S. House,,general,NY,5
Scattering,Cattaraugus,23,2014-11-04,U.S. House,,general,NY,5
Scattering,Chautauqua,23,2014-11-04,U.S. House,,general,NY,11
Scattering,Chemung,23,2014-11-04,U.S. House,,general,NY,0
Scattering,Schuyler,23,2014-11-04,U.S. House,,general,NY,7
Scattering,Seneca,23,2014-11-04,U.S. House,,general,NY,5
Scattering,Steuben,23,2014-11-04,U.S. House,,general,NY,28
Scattering,Tompkins,23,2014-11-04,U.S. House,,general,NY,29
Scattering,Yates,23,2014-11-04,U.S. House,,general,NY,11
Scattering,Ontario,23,2014-11-04,U.S. House,,general,NY,6
Scattering,Tioga,23,2014-11-04,U.S. House,,general,NY,2
Scattering,Total,23,2014-11-04,U.S. House,,general,NY,109
Total,Allegany,23,2014-11-04,U.S. House,,general,NY,12294
Total,Cattaraugus,23,2014-11-04,U.S. House,,general,NY,20143
Total,Chautauqua,23,2014-11-04,U.S. House,,general,NY,35204
Total,Chemung,23,2014-11-04,U.S. House,,general,NY,23363
Total,Schuyler,23,2014-11-04,U.S. House,,general,NY,6095
Total,Seneca,23,2014-11-04,U.S. House,,general,NY,9341
Total,Steuben,23,2014-11-04,U.S. House,,general,NY,28494
Total,Tompkins,23,2014-11-04,U.S. House,,general,NY,26587
Total,Yates,23,2014-11-04,U.S. House,,general,NY,6686
Total,Ontario,23,2014-11-04,U.S. House,,general,NY,11846
Total,Tioga,23,2014-11-04,U.S. House,,general,NY,10501
Total,Total,23,2014-11-04,U.S. House,,general,NY,190554
Daniel B. Maffei,Cayuga,24,2014-11-04,U.S. House,DEM,general,NY,7084
Daniel B. Maffei,Onondaga,24,2014-11-04,U.S. House,DEM,general,NY,53132
Daniel B. Maffei,Wayne,24,2014-11-04,U.S. House,DEM,general,NY,6609
Daniel B. Maffei,Oswego,24,2014-11-04,U.S. House,DEM,general,NY,5806
Daniel B. Maffei,Total,24,2014-11-04,U.S. House,DEM,general,NY,72631
John M. Katko,Cayuga,24,2014-11-04,U.S. House,REP,general,NY,10730
John M. Katko,Onondaga,24,2014-11-04,U.S. House,REP,general,NY,60650
John M. Katko,Wayne,24,2014-11-04,U.S. House,REP,general,NY,13473
John M. Katko,Oswego,24,2014-11-04,U.S. House,REP,general,NY,9028
John M. Katko,Total,24,2014-11-04,U.S. House,REP,general,NY,93881
John M. Katko,Cayuga,24,2014-11-04,U.S. House,CON,general,NY,1904
John M. Katko,Onondaga,24,2014-11-04,U.S. House,CON,general,NY,11223
John M. Katko,Wayne,24,2014-11-04,U.S. House,CON,general,NY,3002
John M. Katko,Oswego,24,2014-11-04,U.S. House,CON,general,NY,1639
John M. Katko,Total,24,2014-11-04,U.S. House,CON,general,NY,17768
Daniel B. Maffei,Cayuga,24,2014-11-04,U.S. House,WOR,general,NY,742
Daniel B. Maffei,Onondaga,24,2014-11-04,U.S. House,WOR,general,NY,5279
Daniel B. Maffei,Wayne,24,2014-11-04,U.S. House,WOR,general,NY,946
Daniel B. Maffei,Oswego,24,2014-11-04,U.S. House,WOR,general,NY,706
Daniel B. Maffei,Total,24,2014-11-04,U.S. House,WOR,general,NY,7673
John M. Katko,Cayuga,24,2014-11-04,U.S. House,IND,general,NY,654
John M. Katko,Onondaga,24,2014-11-04,U.S. House,IND,general,NY,4848
John M. Katko,Wayne,24,2014-11-04,U.S. House,IND,general,NY,666
John M. Katko,Oswego,24,2014-11-04,U.S. House,IND,general,NY,657
John M. Katko,Total,24,2014-11-04,U.S. House,IND,general,NY,6825
Blank,Cayuga,24,2014-11-04,U.S. House,,general,NY,660
Blank,Onondaga,24,2014-11-04,U.S. House,,general,NY,2043
Blank,Wayne,24,2014-11-04,U.S. House,,general,NY,864
Blank,Oswego,24,2014-11-04,U.S. House,,general,NY,595
Blank,Total,24,2014-11-04,U.S. House,,general,NY,4162
Void,Cayuga,24,2014-11-04,U.S. House,,general,NY,9
Void,Onondaga,24,2014-11-04,U.S. House,,general,NY,0
Void,Wayne,24,2014-11-04,U.S. House,,general,NY,10
Void,Oswego,24,2014-11-04,U.S. House,,general,NY,14
Void,Total,24,2014-11-04,U.S. House,,general,NY,33
Scattering,Cayuga,24,2014-11-04,U.S. House,,general,NY,35
Scattering,Onondaga,24,2014-11-04,U.S. House,,general,NY,356
Scattering,Wayne,24,2014-11-04,U.S. House,,general,NY,16
Scattering,Oswego,24,2014-11-04,U.S. House,,general,NY,37
Scattering,Total,24,2014-11-04,U.S. House,,general,NY,444
Total,Cayuga,24,2014-11-04,U.S. House,,general,NY,21818
Total,Onondaga,24,2014-11-04,U.S. House,,general,NY,137531
Total,Wayne,24,2014-11-04,U.S. House,,general,NY,25586
Total,Oswego,24,2014-11-04,U.S. House,,general,NY,18482
Total,Total,24,2014-11-04,U.S. House,,general,NY,203417
Louise M. Slaughter,Monroe,25,2014-11-04,U.S. House,DEM,general,NY,87264
Mark W. Assini,Monroe,25,2014-11-04,U.S. House,REP,general,NY,75990
Mark W. Assini,Monroe,25,2014-11-04,U.S. House,CON,general,NY,19942
Louise M. Slaughter,Monroe,25,2014-11-04,U.S. House,WOR,general,NY,9539
Blank,Monroe,25,2014-11-04,U.S. House,,general,NY,3218
Void,Monroe,25,2014-11-04,U.S. House,,general,NY,327
Scattering,Monroe,25,2014-11-04,U.S. House,,general,NY,236
Total,Monroe,25,2014-11-04,U.S. House,,general,NY,196516
Brian Higgins,Erie,26,2014-11-04,U.S. House,DEM,general,NY,91519
Brian Higgins,Niagara,26,2014-11-04,U.S. House,DEM,general,NY,9129
Brian Higgins,Total,26,2014-11-04,U.S. House,DEM,general,NY,100648
Kathleen A. Weppner,Erie,26,2014-11-04,U.S. House,REP,general,NY,33488
Kathleen A. Weppner,Niagara,26,2014-11-04,U.S. House,REP,general,NY,4989
Kathleen A. Weppner,Total,26,2014-11-04,U.S. House,REP,general,NY,38477
Kathleen A. Weppner,Erie,26,2014-11-04,U.S. House,CON,general,NY,12776
Kathleen A. Weppner,Niagara,26,2014-11-04,U.S. House,CON,general,NY,1656
Kathleen A. Weppner,Total,26,2014-11-04,U.S. House,CON,general,NY,14432
Brian Higgins,Erie,26,2014-11-04,U.S. House,WOR,general,NY,11590
Brian Higgins,Niagara,26,2014-11-04,U.S. House,WOR,general,NY,972
Brian Higgins,Total,26,2014-11-04,U.S. House,WOR,general,NY,12562
Blank,Erie,26,2014-11-04,U.S. House,,general,NY,6359
Blank,Niagara,26,2014-11-04,U.S. House,,general,NY,1423
Blank,Total,26,2014-11-04,U.S. House,,general,NY,7782
Void,Erie,26,2014-11-04,U.S. House,,general,NY,0
Void,Niagara,26,2014-11-04,U.S. House,,general,NY,5
Void,Total,26,2014-11-04,U.S. House,,general,NY,5
Scattering,Erie,26,2014-11-04,U.S. House,,general,NY,0
Scattering,Niagara,26,2014-11-04,U.S. House,,general,NY,5
Scattering,Total,26,2014-11-04,U.S. House,,general,NY,5
Total,Erie,26,2014-11-04,U.S. House,,general,NY,155732
Total,Niagara,26,2014-11-04,U.S. House,,general,NY,18179
Total,Total,26,2014-11-04,U.S. House,,general,NY,173911
James D. O'Donnell,Genesee,27,2014-11-04,U.S. House,DEM,general,NY,3051
James D. O'Donnell,Livingston,27,2014-11-04,U.S. House,DEM,general,NY,3930
James D. O'Donnell,Orleans,27,2014-11-04,U.S. House,DEM,general,NY,1675
James D. O'Donnell,Wyoming,27,2014-11-04,U.S. House,DEM,general,NY,1745
James D. O'Donnell,Erie,27,2014-11-04,U.S. House,DEM,general,NY,23507
James D. O'Donnell,Monroe,27,2014-11-04,U.S. House,DEM,general,NY,2426
James D. O'Donnell,Niagara,27,2014-11-04,U.S. House,DEM,general,NY,9031
James D. O'Donnell,Ontario,27,2014-11-04,U.S. House,DEM,general,NY,5574
James D. O'Donnell,Total,27,2014-11-04,U.S. House,DEM,general,NY,50939
Chris Collins,Genesee,27,2014-11-04,U.S. House,REP,general,NY,9455
Chris Collins,Livingston,27,2014-11-04,U.S. House,REP,general,NY,10551
Chris Collins,Orleans,27,2014-11-04,U.S. House,REP,general,NY,5682
Chris Collins,Wyoming,27,2014-11-04,U.S. House,REP,general,NY,7373
Chris Collins,Erie,27,2014-11-04,U.S. House,REP,general,NY,42386
Chris Collins,Monroe,27,2014-11-04,U.S. House,REP,general,NY,4760
Chris Collins,Niagara,27,2014-11-04,U.S. House,REP,general,NY,18138
Chris Collins,Ontario,27,2014-11-04,U.S. House,REP,general,NY,10826
Chris Collins,Total,27,2014-11-04,U.S. House,REP,general,NY,109171
Chris Collins,Genesee,27,2014-11-04,U.S. House,CON,general,NY,2140
Chris Collins,Livingston,27,2014-11-04,U.S. House,CON,general,NY,1893
Chris Collins,Orleans,27,2014-11-04,U.S. House,CON,general,NY,1192
Chris Collins,Wyoming,27,2014-11-04,U.S. House,CON,general,NY,1379
Chris Collins,Erie,27,2014-11-04,U.S. House,CON,general,NY,12972
Chris Collins,Monroe,27,2014-11-04,U.S. House,CON,general,NY,1207
Chris Collins,Niagara,27,2014-11-04,U.S. House,CON,general,NY,4685
Chris Collins,Ontario,27,2014-11-04,U.S. House,CON,general,NY,2137
Chris Collins,Total,27,2014-11-04,U.S. House,CON,general,NY,27605
James D. O'Donnell,Genesee,27,2014-11-04,U.S. House,WOR,general,NY,449
James D. O'Donnell,Livingston,27,2014-11-04,U.S. House,WOR,general,NY,590
James D. O'Donnell,Orleans,27,2014-11-04,U.S. House,WOR,general,NY,283
James D. O'Donnell,Wyoming,27,2014-11-04,U.S. House,WOR,general,NY,327
James D. O'Donnell,Erie,27,2014-11-04,U.S. House,WOR,general,NY,3964
James D. O'Donnell,Monroe,27,2014-11-04,U.S. House,WOR,general,NY,348
James D. O'Donnell,Niagara,27,2014-11-04,U.S. House,WOR,general,NY,1360
James D. O'Donnell,Ontario,27,2014-11-04,U.S. House,WOR,general,NY,651
James D. O'Donnell,Total,27,2014-11-04,U.S. House,WOR,general,NY,7972
Chris Collins,Genesee,27,2014-11-04,U.S. House,IND,general,NY,520
Chris Collins,Livingston,27,2014-11-04,U.S. House,IND,general,NY,430
Chris Collins,Orleans,27,2014-11-04,U.S. House,IND,general,NY,270
Chris Collins,Wyoming,27,2014-11-04,U.S. House,IND,general,NY,358
Chris Collins,Erie,27,2014-11-04,U.S. House,IND,general,NY,4147
Chris Collins,Monroe,27,2014-11-04,U.S. House,IND,general,NY,300
Chris Collins,Niagara,27,2014-11-04,U.S. House,IND,general,NY,1283
Chris Collins,Ontario,27,2014-11-04,U.S. House,IND,general,NY,591
Chris Collins,Total,27,2014-11-04,U.S. House,IND,general,NY,7899
Blank,Genesee,27,2014-11-04,U.S. House,,general,NY,900
Blank,Livingston,27,2014-11-04,U.S. House,,general,NY,1405
Blank,Orleans,27,2014-11-04,U.S. House,,general,NY,632
Blank,Wyoming,27,2014-11-04,U.S. House,,general,NY,517
Blank,Erie,27,2014-11-04,U.S. House,,general,NY,3944
Blank,Monroe,27,2014-11-04,U.S. House,,general,NY,406
Blank,Niagara,27,2014-11-04,U.S. House,,general,NY,2442
Blank,Ontario,27,2014-11-04,U.S. House,,general,NY,1205
Blank,Total,27,2014-11-04,U.S. House,,general,NY,11451
Void,Genesee,27,2014-11-04,U.S. House,,general,NY,9
Void,Livingston,27,2014-11-04,U.S. House,,general,NY,9
Void,Orleans,27,2014-11-04,U.S. House,,general,NY,5
Void,Wyoming,27,2014-11-04,U.S. House,,general,NY,2
Void,Erie,27,2014-11-04,U.S. House,,general,NY,0
Void,Monroe,27,2014-11-04,U.S. House,,general,NY,17
Void,Niagara,27,2014-11-04,U.S. House,,general,NY,5
Void,Ontario,27,2014-11-04,U.S. House,,general,NY,4
Void,Total,27,2014-11-04,U.S. House,,general,NY,51
Scattering,Genesee,27,2014-11-04,U.S. House,,general,NY,9
Scattering,Livingston,27,2014-11-04,U.S. House,,general,NY,7
Scattering,Orleans,27,2014-11-04,U.S. House,,general,NY,3
Scattering,Wyoming,27,2014-11-04,U.S. House,,general,NY,3
Scattering,Erie,27,2014-11-04,U.S. House,,general,NY,0
Scattering,Monroe,27,2014-11-04,U.S. House,,general,NY,10
Scattering,Niagara,27,2014-11-04,U.S. House,,general,NY,17
Scattering,Ontario,27,2014-11-04,U.S. House,,general,NY,10
Scattering,Total,27,2014-11-04,U.S. House,,general,NY,59
Total,Genesee,27,2014-11-04,U.S. House,,general,NY,16533
Total,Livingston,27,2014-11-04,U.S. House,,general,NY,18815
Total,Orleans,27,2014-11-04,U.S. House,,general,NY,9742
Total,Wyoming,27,2014-11-04,U.S. House,,general,NY,11704
Total,Erie,27,2014-11-04,U.S. House,,general,NY,90920
Total,Monroe,27,2014-11-04,U.S. House,,general,NY,9474
Total,Niagara,27,2014-11-04,U.S. House,,general,NY,36961
Total,Ontario,27,2014-11-04,U.S. House,,general,NY,20998
Total,Total,27,2014-11-04,U.S. House,,general,NY,215147
